Tema,Título,Tese,Situação,Ramo,Relator,Processo paradigma
1397,"Constitucionalidade da cobrança de contribuição de pensão militar devida pelos militares das Forças Armadas em relação aos pensionistas militares do Distrito Federal, com fundamento em Lei Federal (Lei nº 13.954/2019).",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. ALEXANDRE DE MORAES,ARE 1442005
1396,Exigência da Fazenda Pública de indicar o valor devido em cumprimento de sentença nos Juizados de Fazenda Pública.,"1. É possível exigir da Fazenda Pública a apresentação de documentos e cálculos para o início de cumprimento de sentença nos juizados especiais, nos termos da ADPF 219; 
2. É fática a controvérsia sobre a hipossuficiência da parte credora para atribuição à Fazenda Pública do ônus de apresentação de documentos para início de execução de sentença em Juizados Especiais.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MINISTRO PRESIDENTE,ARE 1528097
1395,Períodos de afastamento que devem ser incluídos no cálculo do terço constitucional de férias de servidores públicos.,É infraconstitucional a controvérsia sobre os períodos de afastamento que devem ser incluídos no cálculo do terço constitucional de férias de servidores públicos.”,Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1535083
1394,Utilização do ICMS incidente sobre operações de aquisição para apuração de crédito de PIS/COFINS.,É infraconstitucional a controvérsia sobre a utilização do ICMS incidente sobre operações de aquisição para apuração de crédito de PIS/COFINS.,Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,RE 1542700
1393,Limitação da base de cálculo das contribuições destinadas a terceiros ao teto de 20 salários-mínimos.,É infraconstitucional a controvérsia sobre a limitação da base de cálculo das contribuições destinadas a terceiros ao teto de 20 (vinte) salários-mínimos previsto na Lei nº 6.950/1981.,Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,ARE 1535441
1392,"Possibilidade de a pronúncia, e consequente submissão ao Tribunal do Júri, poder ser realizada a partir de testemunhos de “ouvir dizer” e se essa prova é lícita e valorável pelos juízes.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PROCESSUAL PENAL,MIN. FLÁVIO DINO,RE 1501524
1391,Constitucionalidade da incidência de Imposto de Renda de Pessoa Física (IRPF) sobre o ganho de capital na doação a título de adiantamento de legítima.,,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO TRIBUTÁRIO,MIN. GILMAR MENDES,RE 1522312
1390,"Aplicação imediata do art. 201, §16º, da Constituição Federal, que prevê a rescisão compulsória do contrato de trabalho do empregado público que atinge 75 anos de idade.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. GILMAR MENDES,RE 1519008
1389,Competência e ônus da prova nos processos que discutem a existência de fraude no contrato civil/comercial de prestação de serviços; e a licitude da contratação de pessoa jurídica ou trabalhador autônomo para essa finalidade.,,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO CIVIL,MIN. GILMAR MENDES,ARE 1532603
1388,"Compatibilidade do artigo 144-A, da Lei n. 6.880/1980 (Estatuto dos Militares) com a Constituição Federal, em razão de restringir acesso e permanência nos órgãos de formação ou graduação de oficiais e de praças que os mantenham em regime de internato, de dedicação exclusiva e de disponibilidade permanente peculiar à carreira militar, àqueles que não tenham filhos ou dependentes e não sejam casados ou não tenham constituído união estável.","É inconstitucional o artigo 144-A da Lei n. 6.880/1980 (Estatuto dos Militares), ao condicionar o ingresso e a permanência nos órgãos de formação ou graduação de oficiais e de praças, ainda que em regime de internato, de dedicação exclusiva e/ou de disponibilidade permanente peculiar à carreira militar à inexistência de vínculos conjugal, de união estável, de maternidade, de paternidade e de dependência socioafetiva.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUIZ FUX,RE 1530083
1387,Excesso de poder regulamentar de atos do Poder Executivo que disciplinam a destinação de recursos da Conta de Desenvolvimento Energético (CDE).,É infraconstitucional a controvérsia sobre o excesso de poder regulamentar de atos do Poder Executivo que disciplinam a destinação de recursos da Conta de Desenvolvimento Energético (CDE).,Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1538690
1386,"Critérios para exigência de depósito de percentual de incentivos fiscais do ICMS para o Fundo Orçamentário Temporário (FOT), instituído pela Lei Estadual nº 8.645/2019.","(i) É constitucional a exigência de depósito de percentual de benefícios fiscais de ICMS para o Fundo Orçamentário Temporário (FOT), nos termos da ADI 5.635;
e (ii) é infraconstitucional e fática a controvérsia sobre a possibilidade de exigir o depósito ao FOT em benefícios fiscais de ICMS concedidos por prazo certo e sob condição.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,RE 1506320
1385,"Possibilidade de progressão funcional de servidor público, sem a realização de avaliação de desempenho, devido à inércia da Administração Pública.",É infraconstitucional e fática a controvérsia sobre a progressão na carreira de servidor público que não foi submetido à avaliação de desempenho.,Ativo · RG negada - matéria infraconstitucional,DIREITO CIVIL,MINISTRO PRESIDENTE,ARE 1534108
1384,Averbação de tempo de serviço prestado nas Forças Armadas para fins de promoção nas carreiras militares estaduais.,É infraconstitucional a controvérsia sobre a averbação de tempo de serviço nas Forças Armadas para fins de promoção nas carreiras militares estaduais.,Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1499697
1383,"Aplicação do princípio de anterioridade tributária, geral e nonagesimal, nas hipóteses de redução ou de supressão de benefícios ou de incentivos fiscais que resultem em majoração indireta de tributos.","O princípio da anterioridade tributária, geral e nonagesimal, se aplica às hipóteses de redução ou de supressão de benefícios ou de incentivos fiscais que resultem em majoração indireta de tributos, observadas as determinações e as exceções constitucionais para cada tributo.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,RE 1473645
1382,"O Ministério Público é instituição permanente, essencial à função jurisdicional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis, não sendo possível sua condenação ao pagamento de despesas processuais e honorários de sucumbência, sob pena de ferimento à sua independência e autonomia.",,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. ALEXANDRE DE MORAES,ARE 1524619
1381,"Aplicação da Lei nº 14.843/2024, sobre saída temporária e trabalho externo do apenado, na execução de pena por crimes praticados antes de sua vigência.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PROCESSUAL PENAL,MIN. NUNES MARQUES,RE 1532446
1380,Validade do reconhecimento pessoal realizado em desconformidade com o art. 226 do Código de Processo Penal.,,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PENAL,MIN. FLÁVIO DINO,ARE 1467470
1379,Inclusão do PIS e da COFINS na base de cálculo do IRPJ e da CSLL apurados sob o regime do lucro presumido.,É infraconstitucional a controvérsia sobre a inclusão do PIS e da COFINS na base de cálculo do IRPJ e da CSLL apurados sob o regime do lucro presumido.,Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,ARE 1524946
1378,Direito de assistentes de educação infantil ao piso nacional do magistério.,É infraconstitucional e fática a controvérsia sobre o direito de assistentes de educação infantil ao piso nacional do magistério.,Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1513277
1377,Período de valoração de bom comportamento durante a execução da pena para fins de concessão de livramento condicional.,É infraconstitucional a controvérsia sobre o período de valoração de bom comportamento durante a execução da pena para fins de concessão de livramento condicional.,Ativo · RG negada - matéria infraconstitucional,DIREITO PROCESSUAL PENAL,MINISTRO PRESIDENTE,ARE 1481688
1376,"Análise da recepção da Lei nº 6.683, de 28 de agosto de 1979, em relação aos crimes permanentes e àqueles que caracterizaram graves violações aos Direitos Humanos durante a Ditadura Militar, em virtude da decisão proferida pelo SUPREMO TRIBUNAL FEDERAL na ADPF 153.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PENAL,MIN. ALEXANDRE DE MORAES,ARE 1316562
1375,"Análise da recepção da Lei nº 6.683, de 28 de agosto de 1979, em relação aos crimes permanentes e àqueles que caracterizaram graves violações aos Direitos Humanos durante a Ditadura Militar, em virtude da decisão proferida pelo SUPREMO TRIBUNAL FEDERAL na ADPF 153.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PROCESSUAL PENAL,MIN. ALEXANDRE DE MORAES,ARE 1058822
1374,"Análise da recepção da Lei nº 6.683, de 28 de agosto de 1979, em relação aos crimes permanentes e àqueles que caracterizaram graves violações aos Direitos Humanos durante a Ditadura Militar, em virtude da decisão proferida pelo SUPREMO TRIBUNAL FEDERAL na ADPF 153.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PENAL,MIN. ALEXANDRE DE MORAES,RE 881748
1373,"Exigência de prévio requerimento administrativo para ajuizamento de processo com o objetivo de isenção de imposto de renda, por doença grave e/ou para a repetição do indébito tributário, em face da garantia de inafastabilidade do controle jurisdicional.",O ajuizamento de ação para o reconhecimento de isenção de imposto de renda por doença grave e para a repetição do indébito tributário não exige prévio requerimento administrativo.,Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MINISTRO PRESIDENTE,RE 1525407
1372,Requisitos exigidos por lei ou edital para a posse de candidatos aprovados em concurso público.,É infraconstitucional e pressupõe o exame de matéria fática a controvérsia sobre o atendimento de requisitos exigidos em lei ou em edital para posse em cargo público.,Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1531908
1371,"Direito de liberdade de expressão e produção literária do preso, frente às exigências de segurança pública e disciplina carcerária.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PROCESSUAL PENAL,MIN. EDSON FACHIN,ARE 1470552
1370,"Definições acerca da natureza jurídica previdenciária ou assistencial e da responsabilidade pelo ônus remuneratório decorrente da manutenção do vínculo trabalhista de mulheres vítimas de violência doméstica, quando necessário o afastamento de seu local de trabalho em razão da implementação de medidas protetivas por aplicação do art. 9º, § 2º, II, da Lei Maria da Penha (Lei nº 11.340/2006). Consequentemente, análise da competência do juízo estadual, no exercício da jurisdição penal, para a fixação da medida protetiva disposta no art. 9º, § 2º, II, da Lei nº 11.340/2006, inclusive no que concerne à determinação eventualmente dirigida ao INSS para que garanta o afastamento remunerado.","1) Compete ao juízo estadual, no exercício da jurisdição criminal, especialmente aquele responsável pela aplicação da Lei nº 11.340/2006 (Lei Maria da Penha), fixar a medida protetiva prevista no art. 9º, § 2º, II, da referida lei, inclusive quanto à requisição de pagamento de prestação pecuniária em favor da vítima afastada do local de trabalho, ainda que o cumprimento material da decisão fique sob o encargo do INSS e do empregador; 
2) Nos termos do que dispõe o art. 109, I, da Constituição Federal, compete à Justiça Federal processar e julgar as ações regressivas que, com fundamento no art. 120, II, da Lei nº 8.213/1991, deverão ser ajuizadas pela Autarquia Previdenciária Federal contra os responsáveis nos casos de violência doméstica e familiar contra a mulher; 
3) A expressão constante da Lei (“vínculo trabalhista”) deve abranger a proteção da mulher visando à manutenção de sua fonte de renda, qualquer que seja ela, da qual tenha que se afastar em face da violência sofrida, conforme apreciação do Poder Judiciário. A prestação pecuniária decorrente da efetivação da medida protetiva prevista no art. 9º, § 2º, II, da Lei nº 11.340/2006 possui natureza previdenciária ou assistencial, conforme o vínculo jurídico da mulher com a seguridade social: (i) previdenciária, quando a mulher for segurada do Regime Geral de Previdência Social, como empregada, contribuinte individual, facultativa ou segurada especial, hipótese em que a remuneração dos primeiros 15 dias será de responsabilidade do empregador (quando houver), e o período subsequente será custeado pelo INSS, independentemente de cumprimento de período de carência. No caso de inexistência de relação de emprego de segurada do Regime Geral de Previdência Social, o benefício será arcado integralmente pelo INSS; (ii) assistencial, quando a mulher não for segurada da previdência social, hipótese em que a prestação assume natureza de benefício eventual decorrente de vulnerabilidade temporária, cabendo ao Estado, na forma da Lei nº 8.742/1993 (LOAS), prover a assistência financeira necessária. Nesse caso, o juízo competente deverá atestar que a mulher destinatária da medida de afastamento do local de trabalho não possuirá, em razão de sua implementação, quaisquer meios de prover a própria manutenção.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PREVIDENCIÁRIO,MIN. FLÁVIO DINO,RE 1520468
